company_no,company_id,name,legal_form(if known),website,phone,whatsapp,telegram,vk,email,address,showroom_flag,production_flag,source_url,last_checked_date,search_rank,search_query_first_seen,search_queries_matched,rubrics,org_name,branch_count,rating,review_count,marketplace_links,status
79,70000001025322530,Студия мебели Алёны Бахмацкой,,https://wa.me/79064292330?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79614112057?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79064292330; +79614112057,https://wa.me/79064292330?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79614112057?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"проспект Ленина, 147/1",1,0,https://2gis.ru/rostov-on-don/firm/70000001025322530,2026-02-19,12,производство кухонь,производство кухонь,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для учебных учреждений; Мебель для ванных комнат,Студия мебели Алёны Бахмацкой,1,5,1,,ok
80,70000001052846495,Kreative,,https://vk.com/cmkreative; https://wa.me/79856182966?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79856182966,https://wa.me/79856182966?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/cmkreative,,,0,0,https://2gis.ru/rostov-on-don/firm/70000001052846495,2026-02-19,12,корпусная мебель,корпусная мебель,Корпусная мебель,"Kreative, интернет-магазин мебели",1,,0,,ok
81,70000001007284751,West,,http://www.designcenterwest.ru,+78633034384,,,,,"Михаила Нагибина проспект, 30л",1,0,https://2gis.ru/rostov-on-don/firm/70000001007284751,2026-02-19,13,элитные кухни,корпусная мебель; кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь; шкафы и кухни на заказ; элитные кухни,Мягкая мебель; Офисная мебель; Мебель для кухни; Корпусная мебель; Детская мебель,"West, дизайн-центр",1,4.8,6,,ok
82,70000001007412827,Дизайн Алюминия,,http://deal-rostov.ru,+78632983290,,,,,"улица Вавилова, 60",1,1,https://2gis.ru/rostov-on-don/firm/70000001007412827,2026-02-19,13,фасады для кухни,фасады для кухни,Мебельные фасады; Мебельная фурнитура,"Дизайн Алюминия, компания по производству и продаже алюминиевых профилей для мебели",1,,0,,ok
83,70000001018422084,Аргат-Уют,,http://taplink.cc/argatuyut; http://xn----7sbajc2ealdlhe.xn--p1ai; https://t.me/+79281007108; https://wa.me/79281007108?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632261666; +79281007108,https://wa.me/79281007108?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79281007108,,,"улица Ерёменко, 99",1,0,https://2gis.ru/rostov-on-don/firm/70000001018422084,2026-02-19,13,производство кухонь,производство кухонь,Межкомнатные двери; Отделочные материалы; Напольные покрытия; Комплектующие для дверей; Входные двери; Декоративные отделочные материалы; Мебель для кухни; Корпусная мебель; Мебель на заказ,"Аргат-Уют, магазин дверей и напольных покрытий",1,5,4,,ok
84,70000001061619583,X-mara,,http://t.me/xmaramebel; http://x-mara.ru; https://ok.ru/profile/581691033985; https://vk.com/xmaramebel; https://wa.me/79384102106?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://youtube.com/channel/UC4BvL3OoJfzguiYO1OVzwzg,+78612179317,https://wa.me/79384102106?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/xmaramebel,https://vk.com/xmaramebel,,"Портовая улица, 241",1,1,https://2gis.ru/rostov-on-don/firm/70000001061619583,2026-02-19,13,фабрика кухонь,изготовление кухонь; корпусная мебель; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; фабрика кухонь; шкафы и кухни на заказ,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"X-mara, мебельная фабрика",1,5,37,,ok
85,70000001068160634,Кухни Zlata,,http://kuhni-zlata-rnd.ru; https://wa.me/79045059291?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79081773787?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79895316633?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79045059291; +79081773787,https://wa.me/79045059291?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79081773787?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79895316633?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Красноармейская улица, 140",1,0,https://2gis.ru/rostov-on-don/firm/70000001068160634,2026-02-19,13,салон кухонь,салон кухонь,Мебельные магазины; Мебель для кухни; Изделия из камня для помещений; Мебель на заказ; Офисная мебель; Корпусная мебель; Детская мебель; Стеновые панели,"Кухни Zlata, салон-магазин",2,,0,,ok
86,3378228001518328,Все для Торговли,,http://vdt-rostov.ru; http://xn----ctbbg5camjfe.xn--p1ai; https://wa.me/79895300250?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632609010; +78632609020; +79001390696; +79604601046; +79895300250,https://wa.me/79895300250?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Текучёва, 176",1,1,https://2gis.ru/rostov-on-don/firm/3378228001518328,2026-02-19,14,фабрика кухонь,производство кухонь; фабрика кухонь,Холодильное оборудование; Стеллажи и витрины; Торгово-выставочное оборудование; Мебель для кухни; Мебель для общественного питания,"Все для Торговли, фабрика торговой мебели",2,1,3,,ok
87,3378228001531761,Амарас,,http://t.me/amaras_mebel; http://www.amarasmebel.ru; https://vk.com/mebelamaras,+78632769702; +78632769722,,http://t.me/amaras_mebel,https://vk.com/mebelamaras,,"Таганрогская улица, 191",1,0,https://2gis.ru/rostov-on-don/firm/3378228001531761,2026-02-19,14,производство кухонь,производство кухонь; салон кухонь,Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель,"Амарас, мебельный салон",2,4.1,12,,ok
88,3378228001808004,PoiskHome,,https://vk.com/poiskhome,+78001005152; +78632185158; +78632185160; +78632192112,,,https://vk.com/poiskhome,,"улица Малиновского, 27а",1,0,https://2gis.ru/rostov-on-don/firm/3378228001808004,2026-02-19,14,элитные кухни,кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь; элитные кухни,Мобильные телефоны; Бытовая техника; Компьютеры; Мебель для кухни; Мягкая мебель,"PoiskHome, магазин",6,4.1,90,,ok
89,70000001063285903,Кухни Zlata,,http://kuhni-zlata-rnd.ru/; http://t.me/kuhni_zlata; https://wa.me/79895316633?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79045059291; +79081773787; +79885679230,https://wa.me/79895316633?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/kuhni_zlata,,,"Красноармейская улица, 264",1,0,https://2gis.ru/rostov-on-don/firm/70000001063285903,2026-02-19,14,салон кухонь,салон кухонь,Мебельные магазины; Мебель для кухни; Изделия из камня для помещений; Мебель на заказ; Офисная мебель; Корпусная мебель; Детская мебель,"Кухни Zlata, салон-магазин",2,1,1,,ok
90,70000001084292280,Облик,,http://oblik-fasad.ru; http://t.me/oblik_fasad; https://wa.me/79525886919?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79525886919,https://wa.me/79525886919?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/oblik_fasad,,,"Особенная улица, 75",1,1,https://2gis.ru/rostov-on-don/firm/70000001084292280,2026-02-19,14,фасады для кухни,фасады для кухни,Мебельные фасады,"Облик, компания по производству мебельных фасадов",1,,0,,ok
91,3378228001518123,Интерио,,http://t.me/interio_kuhni; https://t.me/+79514904774; https://vk.com/interio_kitchens; https://wa.me/79514904774?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632348356; +79514904774,https://wa.me/79514904774?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/interio_kuhni; https://t.me/+79514904774,https://vk.com/interio_kitchens,,"улица Текучёва, 143",1,1,https://2gis.ru/rostov-on-don/firm/3378228001518123,2026-02-19,15,производство кухонь,производство кухонь; салон кухонь,Мебельные фабрики; Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные магазины,"Интерио, салон мебели",1,5,6,,ok
92,70000001021565179,Хамелеон,,http://hameleonfasad.ru; https://vk.com/hameleonfasad; https://wa.me/79885178182?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79885178182,https://wa.me/79885178182?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/hameleonfasad,,"Троллейбусная улица, 16Б",1,1,https://2gis.ru/rostov-on-don/firm/70000001021565179,2026-02-19,15,фабрика кухонь,производство кухонь; фабрика кухонь; фасады для кухни,Мебельные магазины; Мебельные фасады; Мебель на заказ; Мебель для кухни; Корпусная мебель; Изделия из камня для помещений,"Хамелеон, фабрика мебельных фасадов",1,3.3,7,,ok
93,70000001032225660,Decorroom,,http://Decorroom.org; https://vk.com/decorrom; https://wa.me/79614255954?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79614255954,https://wa.me/79614255954?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/decorrom,,"улица Доватора, 142а",1,1,https://2gis.ru/rostov-on-don/firm/70000001032225660,2026-02-19,15,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Мягкая мебель; Мебель на заказ,"Decorroom, компания по производству корпусной мебели под ключ",2,5,18,,ok
94,70000001041036323,Retro Home Studio,,http://retrohome.studio; https://t.me/skmobrom; https://wa.me/79614388271?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78633104970; +79614200808,https://wa.me/79614388271?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/skmobrom,,,"Пойменная улица, 1ж",1,0,https://2gis.ru/rostov-on-don/firm/70000001041036323,2026-02-19,15,фасады для кухни,фасады для кухни,Мебельные магазины; Мягкая мебель; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для кухни; Мебель на заказ; Матрасы; Мебель для ванных комнат; Мебель из стекла; Мебельная фурнитура; Мебельные фасады; Пластиковая мебель; Плетёные изделия; Бескаркасная мебель; Садово-парковая мебель,"Retro Home Studio, мебельный салон",2,5,2,,ok
95,70000001057684297,Мебельный Рай,,,+79515096606,,,,,"улица Жданова, 14/2",1,0,https://2gis.ru/rostov-on-don/firm/70000001057684297,2026-02-19,15,салон кухонь,салон кухонь,Мебельные магазины; Мебель на заказ; Корпусная мебель; Мягкая мебель; Детская мебель; Мебель для кухни,"Мебельный Рай, магазин мебели",3,5,1,,ok
96,70000001007502191,Гармония,,,,,,,,"улица Малиновского, 23а",1,0,https://2gis.ru/rostov-on-don/firm/70000001007502191,2026-02-19,16,производство кухонь,производство кухонь; салон кухонь,Мебельные магазины; Мебель на заказ; Корпусная мебель; Мебель для кухни,"Гармония, мебельный салон",1,5,2,,ok
97,70000001038430140,Вуд-тех,,http://xn----ctbgf8dds.xn--p1ai/#; https://wa.me/79094279025?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632477606; +79094279025,https://wa.me/79094279025?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Троллейбусная улица, 16Б",1,1,https://2gis.ru/rostov-on-don/firm/70000001038430140,2026-02-19,16,фасады для кухни,производство кухонь; фасады для кухни,"Корпусная мебель; Распиловка древесины; Мебельные фасады; Мебель на заказ; Мебель для кухни; ЛДСП, ДВПО, МДФ; Мебельная фурнитура; Мебель для ванных комнат","Вуд-тех, торгово-производственная компания",1,3,4,,ok
98,70000001028632270,Шкаф Кровать-Дон,,http://www.shkafkrovat-don.ru; https://ok.ru/profile/564843435121; https://vk.com/dekkorator_transformer; https://wa.me/79188974059?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://youtube.com/channel/UCK91USkKnvAcTtAP1zyRtqA,+78632564301; +79282963343,https://wa.me/79188974059?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/dekkorator_transformer,,"Горсоветская улица, 83",1,1,https://2gis.ru/rostov-on-don/firm/70000001028632270,2026-02-19,17,фабрика кухонь,фабрика кухонь,Корпусная мебель; Мебель на заказ; Мягкая мебель; Мебель для кухни; Детская мебель,"Шкаф Кровать-Дон, фабрика мебели-трансформер",2,4.2,5,,ok
